Pokemon Id,Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Original Pokemon ID,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details
656,458,"""Mantyke""","""Kite Pokémon""",NULL,NULL,NULL,1.0,65.0,"""Water""","""Flying""","""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""","""Water Absorb""","""Restores HP if hit by a Water-type move instead of taking damage.""","""Water Veil""","""The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.""",NULL,NULL,50,50,50,"""Diamond""",45,20,50,60,120,50,345,0,0,0,0,1,0,1,25,"""Slow""",1250000,"""No Eggs Discovered""",NULL,25,NULL,NULL
657,459,"""Snover""","""Frost Tree Pokémon""",NULL,NULL,NULL,1.0,50.5,"""Grass""","""Ice""","""Snow Warning""","""The Pokémon makes it snow when it enters a battle.""",NULL,NULL,"""Soundproof""","""Soundproofing gives the Pokémon full immunity to all sound-based moves.""",NULL,NULL,50,50,50,"""Diamond""",60,62,50,62,60,40,334,0,1,0,0,0,0,1,120,"""Slow""",1250000,"""Monster""","""Grass""",20,NULL,NULL
658,460,"""Abomasnow""","""Frost Tree Pokémon""",NULL,NULL,NULL,2.2,135.5,"""Grass""","""Ice""","""Snow Warning""","""The Pokémon makes it snow when it enters a battle.""",NULL,NULL,"""Soundproof""","""Soundproofing gives the Pokémon full immunity to all sound-based moves.""",NULL,NULL,50,50,50,"""Diamond""",90,92,75,92,85,60,494,0,1,0,1,0,0,2,60,"""Slow""",1250000,"""Monster""","""Grass""",20,657,"""Level 40"""
1562,460,"""Abomasnow""","""Frost Tree Pokémon""","""Mega""",658,NULL,2.7,185.0,"""Grass""","""Ice""","""Snow Warning""","""The Pokémon makes it snow when it enters a battle.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""X""",90,132,105,132,105,30,594,0,1,0,1,0,0,2,60,"""Slow""",1250000,"""Monster""","""Grass""",20,NULL,NULL
683,461,"""Weavile""","""Sharp Claw Pokémon""",NULL,NULL,NULL,1.1,34.0,"""Dark""","""Ice""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,"""Pickpocket""","""Steals an item from an attacker that made direct contact.""",NULL,NULL,50,50,35,"""Diamond""",70,120,65,45,85,125,510,0,1,0,0,0,1,2,45,"""Medium Slow""",1059860,"""Field""",NULL,20,339,"""Holding Razor Claw At Night"""
684,462,"""Magnezone""","""Magnet Area Pokémon""",NULL,NULL,NULL,1.2,180.0,"""Electric""","""Steel""","""Magnet Pull""","""Prevents Steel-type Pokémon from escaping using its magnetic force.""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Analytic""","""Boosts move power when the Pokémon moves last.""",NULL,NULL,0,0,50,"""Diamond""",70,70,115,130,90,60,535,0,0,0,3,0,0,3,30,"""Medium Fast""",1000000,"""Mineral""",NULL,20,1341,"""In a Special Magnetic Field"""
684,462,"""Magnezone""","""Magnet Area Pokémon""",NULL,NULL,NULL,1.2,180.0,"""Electric""","""Steel""","""Magnet Pull""","""Prevents Steel-type Pokémon from escaping using its magnetic force.""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Analytic""","""Boosts move power when the Pokémon moves last.""",NULL,NULL,0,0,50,"""Diamond""",70,70,115,130,90,60,535,0,0,0,3,0,0,3,30,"""Medium Fast""",1000000,"""Mineral""",NULL,20,1341,"""Thunder Stone"""
685,463,"""Lickilicky""","""Licking Pokémon""",NULL,NULL,NULL,1.7,140.0,"""Normal""",NULL,"""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""","""Cloud Nine""","""Eliminates the effects of weather.""",NULL,NULL,50,50,50,"""Diamond""",110,85,95,80,95,50,515,3,0,0,0,0,0,3,30,"""Medium Fast""",1000000,"""Monster""",NULL,20,142,"""Knowing Rollout"""
686,464,"""Rhyperior""","""Drill Pokémon""",NULL,NULL,NULL,2.4,282.8,"""Ground""","""Rock""","""Lightning Rod""","""The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.""","""Solid Rock""","""Reduces the power of supereffective attacks taken.""","""Reckless""","""Powers up moves that have recoil damage.""",NULL,NULL,50,50,50,"""Diamond""",115,140,130,55,55,40,535,0,3,0,0,0,0,3,30,"""Slow""",1250000,"""Monster""","""Field""",20,146,"""Protector"""
687,465,"""Tangrowth""","""Vine Pokémon""",NULL,NULL,NULL,2.0,128.6,"""Grass""",NULL,"""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight.""","""Leaf Guard""","""Prevents status conditions in harsh sunlight.""","""Regenerator""","""Restores a little HP when withdrawn from battle.""",NULL,NULL,50,50,50,"""Diamond""",100,100,125,110,50,50,535,0,0,2,0,0,0,2,30,"""Medium Fast""",1000000,"""Grass""",NULL,20,148,"""Knowing Ancient Power"""
688,466,"""Electivire""","""Thunderbolt Pokémon""",NULL,NULL,NULL,1.8,138.6,"""Electric""",NULL,"""Motor Drive""","""Boosts its Speed stat if hit by an Electric-type move instead of taking damage.""",NULL,NULL,"""Vital Spirit""","""The Pokémon is full of vitality, and that prevents it from falling asleep.""",NULL,NULL,75,25,50,"""Diamond""",75,123,67,95,85,95,540,0,3,0,0,0,0,3,30,"""Medium Fast""",1000000,"""Human-Like""",NULL,25,221,"""Electirizer"""
699,467,"""Magmortar""","""Blast Pokémon""",NULL,NULL,NULL,1.6,68.0,"""Fire""",NULL,"""Flame Body""","""Contact with the Pokémon may burn the attacker.""",NULL,NULL,"""Vital Spirit""","""The Pokémon is full of vitality, and that prevents it from falling asleep.""",NULL,NULL,75,25,50,"""Diamond""",75,95,67,125,95,83,540,0,0,0,3,0,0,3,30,"""Medium Fast""",1000000,"""Human-Like""",NULL,25,222,"""Magmarizer"""
713,468,"""Togekiss""","""Jubilee Pokémon""",NULL,NULL,NULL,1.5,38.0,"""Fairy""","""Flying""","""Hustle""","""Boosts the Attack stat, but lowers accuracy.""","""Serene Grace""","""Boosts the likelihood of additional effects occurring when attacking.""","""Super Luck""","""The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.""",NULL,NULL,87.5,12.5,50,"""Diamond""",85,50,95,120,115,80,545,0,0,0,2,1,0,3,30,"""Fast""",800000,"""Flying""","""Fairy""",10,265,"""Shiny Stone"""
714,469,"""Yanmega""","""Ogre Darner Pokémon""",NULL,NULL,NULL,1.9,51.5,"""Bug""","""Flying""","""Speed Boost""","""Its Speed stat is boosted every turn.""","""Tinted Lens""","""The Pokémon can use """"not very effective"""" moves to deal regular damage.""","""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""",NULL,NULL,50,50,50,"""Diamond""",86,76,86,116,56,95,515,0,2,0,0,0,0,2,30,"""Medium Fast""",1000000,"""Bug""",NULL,20,293,"""Knowing Ancient Power"""
715,470,"""Leafeon""","""Verdant Pokémon""",NULL,NULL,NULL,1.0,25.5,"""Grass""",NULL,"""Leaf Guard""","""Prevents status conditions in harsh sunlight.""",NULL,NULL,"""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight.""",NULL,NULL,87.5,12.5,35,"""Diamond""",65,110,130,60,65,95,525,0,0,2,0,0,0,2,45,"""Medium Fast""",1000000,"""Field""",NULL,35,228,"""Next to Moss Rock"""
715,470,"""Leafeon""","""Verdant Pokémon""",NULL,NULL,NULL,1.0,25.5,"""Grass""",NULL,"""Leaf Guard""","""Prevents status conditions in harsh sunlight.""",NULL,NULL,"""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight.""",NULL,NULL,87.5,12.5,35,"""Diamond""",65,110,130,60,65,95,525,0,0,2,0,0,0,2,45,"""Medium Fast""",1000000,"""Field""",NULL,35,228,"""Leaf Stone"""
716,471,"""Glaceon""","""Fresh Snow Pokémon""",NULL,NULL,NULL,0.8,25.9,"""Ice""",NULL,"""Snow Cloak""","""Boosts evasiveness in a hailstorm.""",NULL,NULL,"""Ice Body""","""The Pokémon gradually regains HP in a snowstorm.""",NULL,NULL,87.5,12.5,35,"""Diamond""",65,60,110,130,95,65,525,0,0,0,2,0,0,2,45,"""Medium Fast""",1000000,"""Field""",NULL,35,228,"""Next to Icy Rock"""
716,471,"""Glaceon""","""Fresh Snow Pokémon""",NULL,NULL,NULL,0.8,25.9,"""Ice""",NULL,"""Snow Cloak""","""Boosts evasiveness in a hailstorm.""",NULL,NULL,"""Ice Body""","""The Pokémon gradually regains HP in a snowstorm.""",NULL,NULL,87.5,12.5,35,"""Diamond""",65,60,110,130,95,65,525,0,0,0,2,0,0,2,45,"""Medium Fast""",1000000,"""Field""",NULL,35,228,"""Ice Stone"""
717,472,"""Gliscor""","""Fang Scorpion Pokémon""",NULL,NULL,NULL,2.0,42.5,"""Ground""","""Flying""","""Hyper Cutter""","""The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.""","""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""","""Poison Heal""","""Restores HP if the Pokémon is poisoned instead of losing HP.""",NULL,NULL,50,50,50,"""Diamond""",75,95,125,45,75,95,510,0,0,2,0,0,0,2,30,"""Medium Slow""",1059860,"""Bug""",NULL,20,331,"""Holding Razor Fang At Night"""
718,473,"""Mamoswine""","""Twin Tusk Pokémon""",NULL,NULL,NULL,2.5,291.0,"""Ice""","""Ground""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""","""Snow Cloak""","""Boosts evasiveness in a hailstorm.""","""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.""",NULL,NULL,50,50,50,"""Diamond""",110,130,80,70,60,80,530,0,3,0,0,0,0,3,50,"""Slow""",1250000,"""Field""",NULL,20,345,"""Knowing Ancient Power"""
719,474,"""Porygon-Z""","""Virtual Pokémon""",NULL,NULL,NULL,0.9,34.0,"""Normal""",NULL,"""Adaptability""","""Powers up moves of the same type as the Pokémon.""","""Download""","""Compares an opposing Pokémon's Defense and Sp. Def stats before raising its own Attack or Sp. Atk stat—whichever will be more effective.""","""Analytic""","""Boosts move power when the Pokémon moves last.""",NULL,NULL,0,0,50,"""Diamond""",85,80,70,135,75,90,535,0,0,0,3,0,0,3,30,"""Medium Fast""",1000000,"""Mineral""",NULL,20,357,"""Dubious Disc"""
720,475,"""Gallade""","""Blade Pokémon""",NULL,NULL,NULL,1.6,52.0,"""Psychic""","""Fighting""","""Steadfast""","""The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.""","""Sharpness""","""Powers up slicing moves.""","""Justified""","""Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.""",NULL,NULL,100,0,35,"""Diamond""",68,125,65,65,115,80,518,0,3,0,0,0,0,3,45,"""Slow""",1250000,"""Human-Like""","""Amorphous""",20,409,"""Dawn Stone When Male"""
1436,475,"""Gallade""","""Blade Pokémon""","""Mega""",720,NULL,1.6,56.4,"""Psychic""","""Fighting""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""",NULL,NULL,NULL,NULL,NULL,NULL,100,0,35,"""Omega Ruby""",68,165,95,65,115,110,618,0,3,0,0,0,0,3,45,"""Slow""",1250000,"""Amorphous""",NULL,20,NULL,NULL
726,476,"""Probopass""","""Compass Pokémon""",NULL,NULL,NULL,1.4,340.0,"""Rock""","""Steel""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Magnet Pull""","""Prevents Steel-type Pokémon from escaping using its magnetic force.""","""Sand Force""","""Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.""",NULL,NULL,50,50,50,"""Diamond""",60,55,145,75,150,40,525,0,0,1,0,2,0,3,60,"""Medium Fast""",1000000,"""Mineral""",NULL,20,427,"""Near A Special Magnetic Field"""
726,476,"""Probopass""","""Compass Pokémon""",NULL,NULL,NULL,1.4,340.0,"""Rock""","""Steel""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Magnet Pull""","""Prevents Steel-type Pokémon from escaping using its magnetic force.""","""Sand Force""","""Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.""",NULL,NULL,50,50,50,"""Diamond""",60,55,145,75,150,40,525,0,0,1,0,2,0,3,60,"""Medium Fast""",1000000,"""Mineral""",NULL,20,427,"""Near A Special Magnetic Field Or Use Thunder Stone In Legends: Arceus"""
727,477,"""Dusknoir""","""Gripper Pokémon""",NULL,NULL,NULL,2.2,106.6,"""Ghost""",NULL,"""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,"""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""",NULL,NULL,50,50,35,"""Diamond""",45,100,135,65,135,45,525,0,0,1,0,2,0,3,45,"""Fast""",800000,"""Amorphous""",NULL,25,484,"""Reaper Cloth"""
728,478,"""Froslass""","""Snow Land Pokémon""",NULL,NULL,NULL,1.3,26.6,"""Ice""","""Ghost""","""Snow Cloak""","""Boosts evasiveness in a hailstorm.""",NULL,NULL,"""Cursed Body""","""May disable a move used on the Pokémon.""",NULL,NULL,0,100,50,"""Diamond""",70,80,70,80,70,110,480,0,0,0,0,0,2,2,75,"""Medium Fast""",1000000,"""Fairy""","""Mineral""",20,489,"""Dawn Stone When Female"""
729,479,"""Rotom""","""Plasma Pokémon""",NULL,NULL,NULL,0.3,0.3,"""Electric""","""Ghost""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,50,"""Diamond""",50,50,77,95,77,91,440,0,0,0,1,0,1,2,45,"""Medium Fast""",1000000,"""Amorphous""",NULL,20,NULL,NULL
1408,479,"""Rotom""","""Plasma Pokémon""","""Heat""",729,NULL,0.3,0.3,"""Electric""","""Fire""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,50,"""Platinum""",50,65,107,105,107,86,520,0,0,0,1,0,1,2,45,"""Medium Fast""",1000000,"""Amorphous""",NULL,20,NULL,NULL
1409,479,"""Rotom""","""Plasma Pokémon""","""Wash""",729,NULL,0.3,0.3,"""Electric""","""Water""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,50,"""Platinum""",50,65,107,105,107,86,520,0,0,0,1,0,1,2,45,"""Medium Fast""",1000000,"""Amorphous""",NULL,20,NULL,NULL
1410,479,"""Rotom""","""Plasma Pokémon""","""Frost""",729,NULL,0.3,0.3,"""Electric""","""Ice""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,50,"""Platinum""",50,65,107,105,107,86,520,0,0,0,1,0,1,2,45,"""Medium Fast""",1000000,"""Amorphous""",NULL,20,NULL,NULL
1411,479,"""Rotom""","""Plasma Pokémon""","""Fan""",729,NULL,0.3,0.3,"""Electric""","""Flying""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,50,"""Platinum""",50,65,107,105,107,86,520,0,0,0,1,0,1,2,45,"""Medium Fast""",1000000,"""Amorphous""",NULL,20,NULL,NULL
1413,479,"""Rotom""","""Plasma Pokémon""","""Mow""",729,NULL,0.3,0.3,"""Electric""","""Grass""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,50,"""Platinum""",50,65,107,105,107,86,520,0,0,0,1,0,1,2,45,"""Medium Fast""",1000000,"""Amorphous""",NULL,20,NULL,NULL
730,480,"""Uxie""","""Knowledge Pokémon""",NULL,NULL,"""Sub-Legendary""",0.3,0.3,"""Psychic""",NULL,"""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,140,"""Diamond""",75,75,130,75,130,95,580,0,0,2,0,1,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,80,NULL,NULL
731,481,"""Mesprit""","""Emotion Pokémon""",NULL,NULL,"""Sub-Legendary""",0.3,0.3,"""Psychic""",NULL,"""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,140,"""Diamond""",80,105,105,105,105,80,580,0,1,0,1,1,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,80,NULL,NULL
732,482,"""Azelf""","""Willpower Pokémon""",NULL,NULL,"""Sub-Legendary""",0.3,0.3,"""Psychic""",NULL,"""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,140,"""Diamond""",75,125,70,125,70,115,580,0,2,0,1,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,80,NULL,NULL
733,483,"""Dialga""","""Temporal Pokémon""",NULL,NULL,"""Legendary""",5.4,683.0,"""Steel""","""Dragon""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,"""Telepathy""","""Anticipates an ally's attack and dodges it.""",NULL,NULL,0,0,0,"""Diamond""",100,120,120,150,100,90,680,0,0,0,3,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL
1633,483,"""Dialga""","""Temporal Pokémon""","""Origin""",733,NULL,7.0,850.0,"""Steel""","""Dragon""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,"""Telepathy""","""Anticipates an ally's attack and dodges it.""",NULL,NULL,0,0,0,"""Legends: Arceus""",100,100,120,150,120,90,680,0,0,0,3,0,0,3,45,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL
1634,484,"""Palkia""","""Spatial Pokémon""","""Origin""",734,NULL,6.3,660.0,"""Water""","""Dragon""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,"""Telepathy""","""Anticipates an ally's attack and dodges it.""",NULL,NULL,0,0,0,"""Legends: Arceus""",90,100,100,150,120,120,680,0,0,0,3,0,0,3,45,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL
734,484,"""Palkia""","""Spatial Pokémon""",NULL,NULL,"""Legendary""",4.2,336.0,"""Water""","""Dragon""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,"""Telepathy""","""Anticipates an ally's attack and dodges it.""",NULL,NULL,0,0,0,"""Diamond""",90,120,100,150,120,100,680,0,0,0,3,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL
735,485,"""Heatran""","""Lava Dome Pokémon""",NULL,NULL,"""Sub-Legendary""",1.7,430.0,"""Fire""","""Steel""","""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""",NULL,NULL,"""Flame Body""","""Contact with the Pokémon may burn the attacker.""",NULL,NULL,50,50,100,"""Diamond""",91,90,106,130,106,77,600,0,0,0,3,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,10,NULL,NULL
736,486,"""Regigigas""","""Colossal Pokémon""",NULL,NULL,"""Sub-Legendary""",3.7,420.0,"""Normal""",NULL,"""Slow Start""","""For five turns, the Pokémon's Attack and Speed stats are halved.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Diamond""",110,160,110,80,110,100,670,0,3,0,0,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL
737,487,"""Giratina""","""Renegade Pokémon""",NULL,NULL,"""Legendary""",4.5,750.0,"""Ghost""","""Dragon""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,"""Telepathy""","""Anticipates an ally's attack and dodges it.""",NULL,NULL,0,0,0,"""Diamond""",150,100,120,100,120,90,680,3,0,0,0,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL
1401,487,"""Giratina""","""Renegade Pokémon""","""Origin""",737,"""Legendary""",6.9,650.0,"""Ghost""","""Dragon""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Platinum""",150,120,100,120,100,90,680,3,0,0,0,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL
738,488,"""Cresselia""","""Lunar Pokémon""",NULL,NULL,"""Sub-Legendary""",1.5,85.6,"""Psychic""",NULL,"""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,100,"""Diamond""",120,70,110,75,120,85,580,0,0,0,0,3,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL
36,489,"""Phione""","""Sea Drifter Pokémon""",NULL,NULL,"""Mythical""",0.4,3.1,"""Water""",NULL,"""Hydration""","""Heals status conditions if it's raining.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,50,"""Diamond""",80,80,80,80,80,80,480,1,0,0,0,0,0,1,30,"""Slow""",1250000,"""Water 1""","""Fairy""",40,NULL,NULL
37,490,"""Manaphy""","""Seafaring Pokémon""",NULL,NULL,"""Mythical""",0.3,1.4,"""Water""",NULL,"""Hydration""","""Heals status conditions if it's raining.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,50,"""Diamond""",100,100,100,100,100,100,600,3,0,0,0,0,0,3,3,"""Slow""",1250000,"""Water 1""","""Fairy""",10,NULL,NULL
739,491,"""Darkrai""","""Pitch-Black Pokémon""",NULL,NULL,"""Mythical""",1.5,50.5,"""Dark""",NULL,"""Bad Dreams""","""Reduces the HP of sleeping opposing Pokémon.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Diamond""",70,90,90,135,90,125,600,0,0,0,2,0,1,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL
740,492,"""Shaymin""","""Gratitude Pokémon""",NULL,NULL,"""Mythical""",0.2,2.1,"""Grass""",NULL,"""Natural Cure""","""All status conditions heal when the Pokémon switches out.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,100,"""Diamond""",100,100,100,100,100,100,600,3,0,0,0,0,0,3,45,"""Medium Slow""",1059860,"""No Eggs Discovered""",NULL,120,NULL,NULL
1407,492,"""Shaymin""","""Gratitude Pokémon""","""Sky""",740,"""Mythical""",0.4,5.2,"""Grass""","""Flying""","""Serene Grace""","""Boosts the likelihood of additional effects occurring when attacking.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,100,"""Platinum""",100,103,75,120,75,127,600,0,0,0,0,0,3,3,45,"""Medium Slow""",1059860,"""No Eggs Discovered""",NULL,120,NULL,NULL
741,493,"""Arceus""","""Alpha Pokémon""",NULL,NULL,"""Mythical""",3.2,320.0,"""Normal""",NULL,"""Multitype""","""Changes the Pokémon's type to match the Plate or Z-Crystal it holds.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Diamond""",120,120,120,120,120,120,720,3,0,0,0,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL
742,494,"""Victini""","""Victory Pokémon""",NULL,NULL,"""Mythical""",0.4,4.0,"""Psychic""","""Fire""","""Victory Star""","""Boosts the accuracy of its allies and itself.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,100,"""Black""",100,100,100,100,100,100,600,3,0,0,0,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL
829,495,"""Snivy""","""Grass Snake Pokémon""",NULL,NULL,NULL,0.6,8.1,"""Grass""",NULL,"""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Contrary""","""Makes stat changes have an opposite effect.""",NULL,NULL,87.5,12.5,70,"""Black""",45,45,55,45,55,63,308,0,0,0,0,0,1,1,45,"""Medium Slow""",1059860,"""Field""","""Grass""",20,NULL,NULL
830,496,"""Servine""","""Grass Snake Pokémon""",NULL,NULL,NULL,0.8,16.0,"""Grass""",NULL,"""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Contrary""","""Makes stat changes have an opposite effect.""",NULL,NULL,87.5,12.5,70,"""Black""",60,60,75,60,75,83,413,0,0,0,0,0,2,2,45,"""Medium Slow""",1059860,"""Field""","""Grass""",20,829,"""Level 17"""
831,497,"""Serperior""","""Regal Pokémon""",NULL,NULL,NULL,3.3,63.0,"""Grass""",NULL,"""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Contrary""","""Makes stat changes have an opposite effect.""",NULL,NULL,87.5,12.5,70,"""Black""",75,75,95,75,95,113,528,0,0,0,0,0,3,3,45,"""Medium Slow""",1059860,"""Field""","""Grass""",20,830,"""Level 36"""
832,498,"""Tepig""","""Fire Pig Pokémon""",NULL,NULL,NULL,0.5,9.9,"""Fire""",NULL,"""Blaze""","""Powers up Fire-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.""",NULL,NULL,87.5,12.5,70,"""Black""",65,63,45,45,45,45,308,1,0,0,0,0,0,1,45,"""Medium Slow""",1059860,"""Field""",NULL,20,NULL,NULL
833,499,"""Pignite""","""Fire Pig Pokémon""",NULL,NULL,NULL,1.0,55.5,"""Fire""","""Fighting""","""Blaze""","""Powers up Fire-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.""",NULL,NULL,87.5,12.5,70,"""Black""",90,93,55,70,55,55,418,0,2,0,0,0,0,2,45,"""Medium Slow""",1059860,"""Field""",NULL,20,832,"""Level 17"""
834,500,"""Emboar""","""Mega Fire Pig Pokémon""",NULL,NULL,NULL,1.6,150.0,"""Fire""","""Fighting""","""Blaze""","""Powers up Fire-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Reckless""","""Powers up moves that have recoil damage.""",NULL,NULL,87.5,12.5,70,"""Black""",110,123,65,100,65,65,528,0,3,0,0,0,0,3,45,"""Medium Slow""",1059860,"""Field""",NULL,20,833,"""Level 36"""
835,501,"""Oshawott""","""Sea Otter Pokémon""",NULL,NULL,NULL,0.5,5.9,"""Water""",NULL,"""Torrent""","""Powers up Water-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""",NULL,NULL,87.5,12.5,50,"""Black""",55,55,45,63,45,45,308,0,0,0,1,0,0,1,45,"""Medium Slow""",1059860,"""Field""",NULL,20,NULL,NULL
